usia,pekerjaan,status_pernikahan,pendidikan,saldo_rekening,kategori_saldo,punya_kpr,punya_pinjaman,pernah_gagal_bayar,metode_penawaran,periode_penawaran,frekuensi_kontak,durasi_interaksi_detik,pernah_ditawari_sebelumnya,hasil_penawaran_sebelumnya,respon_penawaran_deposito,lama_nasabah_tahun,segmen_nasabah
31,pns,menikah,d3,72933341,tinggi,tidak,tidak,tidak,email,Mar,3,188,ya,gagal,0,1,existing
31,wiraswasta,lajang,s1,3343701,rendah,tidak,tidak,tidak,telepon,Jul,4,182,tidak,tidak_ada,0,8,loyal
27,wiraswasta,lajang,s1,20748930,menengah,tidak,tidak,tidak,telepon,Jun,2,232,tidak,tidak_ada,0,7,loyal
29,karyawan,menikah,sma,63295113,tinggi,tidak,ya,tidak,whatsapp,Okt,2,811,tidak,tidak_ada,0,0,baru
55,pns,menikah,s2,42324946,menengah,ya,ya,tidak,whatsapp,Jan,4,153,ya,gagal,0,1,existing
61,tidak_bekerja,cerai,sma,5828032,menengah,tidak,tidak,tidak,whatsapp,Des,3,226,ya,gagal,0,10,loyal
63,karyawan,lajang,sma,60140584,tinggi,ya,ya,tidak,whatsapp,Jun,6,266,tidak,tidak_ada,0,9,loyal
51,karyawan,menikah,sd,9281817,menengah,tidak,tidak,tidak,whatsapp,Agu,4,206,tidak,tidak_ada,0,3,existing
58,tidak_bekerja,menikah,s1,6440038,menengah,tidak,tidak,tidak,whatsapp,Nov,5,99,tidak,tidak_ada,0,2,existing
27,karyawan,menikah,sma,11668676,menengah,tidak,tidak,tidak,whatsapp,Sep,4,142,tidak,tidak_ada,0,10,loyal
34,pns,menikah,sma,13995080,menengah,tidak,tidak,tidak,whatsapp,Des,5,313,tidak,tidak_ada,0,7,loyal
34,wiraswasta,menikah,sd,23009127,menengah,ya,ya,tidak,whatsapp,Jul,7,200,tidak,tidak_ada,0,3,existing
20,wiraswasta,lajang,sma,51331343,tinggi,ya,ya,tidak,whatsapp,Jul,1,406,ya,berhasil,1,19,loyal
48,wiraswasta,lajang,sd,106271060,tinggi,ya,ya,tidak,telepon,Sep,4,482,tidak,tidak_ada,0,4,existing
18,karyawan,lajang,sma,8968156,menengah,tidak,tidak,tidak,email,Apr,1,32,ya,berhasil,0,10,loyal
29,karyawan,menikah,s1,4973434,rendah,tidak,ya,ya,whatsapp,Sep,5,590,tidak,tidak_ada,0,15,loyal
56,pns,menikah,smp,10198707,menengah,ya,ya,tidak,email,Agu,2,88,tidak,tidak_ada,0,18,loyal
21,pns,lajang,sma,62514690,tinggi,ya,ya,tidak,telepon,Sep,7,641,tidak,tidak_ada,1,15,loyal
59,pns,menikah,smp,66052828,tinggi,tidak,tidak,tidak,telepon,Jul,4,75,tidak,tidak_ada,0,8,loyal
30,pelajar,menikah,s1,943408,rendah,ya,ya,tidak,email,Okt,2,197,ya,gagal,0,2,existing
51,karyawan,lajang,sma,75528837,tinggi,ya,ya,tidak,email,Jun,2,85,tidak,tidak_ada,1,16,loyal
59,karyawan,lajang,smp,9634403,menengah,ya,ya,tidak,telepon,Jan,3,599,ya,gagal,0,19,loyal
38,buruh,menikah,s1,9239676,menengah,ya,tidak,tidak,email,Agu,3,50,tidak,tidak_ada,0,0,baru
39,wiraswasta,cerai,s1,9881994,menengah,tidak,tidak,tidak,whatsapp,Sep,4,328,tidak,tidak_ada,0,16,loyal
21,karyawan,lajang,s1,83408372,tinggi,tidak,tidak,tidak,whatsapp,Okt,1,392,ya,berhasil,1,15,loyal
35,karyawan,menikah,sd,8533590,menengah,ya,ya,tidak,whatsapp,Feb,2,414,ya,gagal,0,6,loyal
22,karyawan,lajang,sma,4694177,rendah,tidak,tidak,tidak,whatsapp,Agu,1,229,tidak,tidak_ada,1,12,loyal
36,karyawan,cerai,s2,9563569,menengah,ya,ya,tidak,whatsapp,Okt,3,151,tidak,tidak_ada,0,17,loyal
19,buruh,lajang,s1,34816595,menengah,tidak,ya,tidak,email,Jan,3,51,tidak,tidak_ada,0,3,existing
29,tidak_bekerja,menikah,s1,3737558,rendah,ya,tidak,tidak,telepon,Agu,3,209,tidak,tidak_ada,0,6,loyal
34,tidak_bekerja,menikah,sma,1245963,rendah,ya,ya,tidak,telepon,Feb,3,226,tidak,tidak_ada,0,1,existing
27,tidak_bekerja,cerai,d3,1417292,rendah,tidak,tidak,tidak,whatsapp,Jun,2,243,tidak,tidak_ada,0,3,existing
51,tidak_bekerja,menikah,s1,784032,rendah,tidak,ya,tidak,whatsapp,Mar,1,158,ya,berhasil,0,15,loyal
23,wiraswasta,lajang,smp,28362776,menengah,tidak,ya,ya,whatsapp,Apr,7,206,tidak,tidak_ada,0,2,existing
25,karyawan,menikah,d3,4081584,rendah,tidak,tidak,tidak,whatsapp,Apr,3,86,tidak,tidak_ada,0,17,loyal
28,buruh,menikah,s1,11654840,menengah,ya,ya,ya,telepon,Mei,2,310,tidak,tidak_ada,0,7,loyal
29,karyawan,menikah,sd,26977702,menengah,tidak,tidak,tidak,telepon,Jan,5,366,ya,gagal,0,10,loyal
26,karyawan,menikah,sma,11648786,menengah,tidak,ya,tidak,whatsapp,Mar,6,31,ya,gagal,0,5,loyal
19,karyawan,lajang,sma,35201947,menengah,tidak,tidak,tidak,whatsapp,Jun,4,113,ya,gagal,0,2,existing
25,wiraswasta,menikah,s1,42843901,menengah,ya,ya,ya,telepon,Sep,3,27,tidak,tidak_ada,0,6,loyal
28,karyawan,menikah,s1,15065601,menengah,tidak,tidak,tidak,whatsapp,Agu,2,179,ya,gagal,0,3,existing
53,karyawan,cerai,d3,8652779,menengah,tidak,ya,ya,whatsapp,Jun,2,287,tidak,tidak_ada,0,7,loyal
27,wiraswasta,lajang,s1,26359407,menengah,tidak,tidak,tidak,telepon,Mar,3,126,tidak,tidak_ada,0,1,existing
38,buruh,menikah,sma,7523121,menengah,tidak,tidak,tidak,telepon,Jan,5,401,ya,berhasil,0,16,loyal
37,wiraswasta,menikah,s1,32196213,menengah,tidak,ya,tidak,email,Jun,2,160,ya,gagal,0,3,existing
25,buruh,cerai,sma,4929314,rendah,ya,tidak,tidak,whatsapp,Des,4,371,tidak,tidak_ada,0,9,loyal
53,karyawan,menikah,d3,23188432,menengah,tidak,tidak,tidak,whatsapp,Apr,4,129,tidak,tidak_ada,1,9,loyal
46,karyawan,menikah,sma,21131584,menengah,ya,ya,tidak,email,Jul,2,7,tidak,tidak_ada,0,3,existing
59,wiraswasta,menikah,sd,96343974,tinggi,tidak,tidak,tidak,whatsapp,Feb,2,294,tidak,tidak_ada,1,20,loyal
29,wiraswasta,menikah,sma,5001977,menengah,tidak,ya,tidak,email,Agu,3,33,ya,gagal,1,6,loyal
31,pns,cerai,sma,6737333,menengah,tidak,tidak,tidak,whatsapp,Agu,1,260,tidak,tidak_ada,0,11,loyal
38,buruh,lajang,s1,5765700,menengah,tidak,tidak,tidak,whatsapp,Mar,2,220,ya,gagal,0,0,baru
39,pns,menikah,sma,8981181,menengah,tidak,ya,tidak,whatsapp,Jun,2,172,ya,gagal,0,2,existing
38,tidak_bekerja,menikah,smp,3981298,rendah,tidak,ya,tidak,whatsapp,Okt,4,235,tidak,tidak_ada,0,1,existing
61,wiraswasta,lajang,s2,8255347,menengah,tidak,tidak,tidak,whatsapp,Sep,3,48,tidak,tidak_ada,0,4,existing
47,karyawan,menikah,sma,6885065,menengah,tidak,ya,ya,telepon,Jan,2,72,ya,gagal,0,11,loyal
56,wiraswasta,lajang,s2,188372408,tinggi,tidak,ya,tidak,whatsapp,Mar,4,65,tidak,tidak_ada,0,1,existing
37,karyawan,cerai,s1,11869766,menengah,tidak,tidak,tidak,email,Nov,1,66,ya,gagal,1,5,loyal
41,karyawan,menikah,sma,5318694,menengah,ya,ya,tidak,whatsapp,Jul,5,83,tidak,tidak_ada,0,2,existing
40,karyawan,menikah,smp,13612044,menengah,tidak,tidak,tidak,whatsapp,Apr,2,52,tidak,tidak_ada,0,2,existing
24,wiraswasta,lajang,d3,47227288,menengah,tidak,ya,tidak,whatsapp,Sep,1,24,ya,gagal,0,0,baru
26,karyawan,menikah,s1,37720231,menengah,tidak,tidak,tidak,email,Mei,1,90,ya,gagal,0,7,loyal
18,karyawan,lajang,sma,3061879,rendah,tidak,ya,ya,email,Mar,3,120,tidak,tidak_ada,0,2,existing
43,pns,menikah,sma,9332012,menengah,tidak,ya,tidak,whatsapp,Des,4,90,tidak,tidak_ada,0,3,existing
55,wiraswasta,menikah,s1,29700176,menengah,ya,ya,tidak,email,Mei,2,139,tidak,tidak_ada,0,4,existing
55,pns,menikah,sma,18939824,menengah,ya,ya,tidak,whatsapp,Jan,2,471,tidak,tidak_ada,0,2,existing
61,pns,menikah,smp,5720241,menengah,tidak,ya,tidak,whatsapp,Des,2,642,tidak,tidak_ada,0,6,loyal
39,karyawan,cerai,s1,4091579,rendah,tidak,tidak,tidak,whatsapp,Apr,2,159,tidak,tidak_ada,0,1,existing
61,karyawan,menikah,s1,7121889,menengah,tidak,tidak,tidak,telepon,Sep,3,283,tidak,tidak_ada,0,10,loyal
27,karyawan,menikah,sma,2623455,rendah,tidak,ya,tidak,email,Mei,3,71,tidak,tidak_ada,0,3,existing
23,buruh,lajang,sd,3121046,rendah,tidak,tidak,tidak,telepon,Mar,4,224,tidak,tidak_ada,1,7,loyal
34,pns,menikah,d3,40483722,menengah,tidak,tidak,tidak,whatsapp,Jun,1,299,tidak,tidak_ada,0,1,existing
55,karyawan,menikah,sma,9671537,menengah,tidak,ya,tidak,telepon,Nov,3,147,tidak,tidak_ada,0,0,baru
41,karyawan,menikah,sd,40422047,menengah,tidak,tidak,tidak,telepon,Okt,4,424,tidak,tidak_ada,1,4,existing
27,tidak_bekerja,menikah,s1,2959493,rendah,tidak,tidak,tidak,telepon,Mei,2,247,ya,gagal,0,10,loyal
25,wiraswasta,menikah,s2,14134121,menengah,ya,ya,tidak,whatsapp,Jun,3,205,tidak,tidak_ada,0,6,loyal
38,buruh,lajang,sma,1432227,rendah,tidak,ya,tidak,whatsapp,Feb,3,26,tidak,tidak_ada,0,10,loyal
23,karyawan,menikah,d3,35085241,menengah,ya,ya,tidak,whatsapp,Jun,3,250,tidak,tidak_ada,0,9,loyal
38,karyawan,menikah,sd,16388948,menengah,tidak,tidak,tidak,whatsapp,Agu,5,358,ya,gagal,0,10,loyal
56,buruh,menikah,sma,1818497,rendah,tidak,tidak,tidak,telepon,Jun,1,460,ya,gagal,0,14,loyal
41,pns,cerai,smp,22892950,menengah,tidak,tidak,tidak,whatsapp,Okt,3,239,tidak,tidak_ada,0,3,existing
50,pns,cerai,sd,11581253,menengah,tidak,tidak,tidak,whatsapp,Mei,5,349,ya,gagal,1,0,baru
35,wiraswasta,menikah,sma,20459730,menengah,ya,tidak,tidak,whatsapp,Jul,3,120,tidak,tidak_ada,0,0,baru
45,wiraswasta,menikah,s1,27343992,menengah,ya,ya,tidak,telepon,Jun,2,296,tidak,tidak_ada,0,2,existing
49,pns,menikah,sma,48530584,menengah,tidak,ya,tidak,whatsapp,Mar,3,328,tidak,tidak_ada,0,1,existing
29,karyawan,menikah,sma,4803682,rendah,tidak,ya,tidak,email,Okt,1,136,tidak,tidak_ada,0,3,existing
59,karyawan,lajang,sma,30585548,menengah,ya,tidak,tidak,telepon,Apr,3,271,ya,gagal,1,8,loyal
44,buruh,menikah,d3,16783874,menengah,tidak,tidak,tidak,whatsapp,Des,2,321,ya,berhasil,0,12,loyal
27,karyawan,menikah,sma,124802105,tinggi,tidak,ya,ya,whatsapp,Sep,3,43,tidak,tidak_ada,0,1,existing
63,wiraswasta,menikah,sd,73071147,tinggi,tidak,tidak,tidak,whatsapp,Des,1,239,tidak,tidak_ada,0,8,loyal
59,pns,menikah,smp,26976304,menengah,tidak,tidak,tidak,telepon,Mei,2,262,tidak,tidak_ada,0,15,loyal
49,tidak_bekerja,menikah,smp,4745160,rendah,tidak,ya,tidak,whatsapp,Jan,1,81,ya,berhasil,0,11,loyal
59,wiraswasta,menikah,sma,116505136,tinggi,tidak,tidak,tidak,email,Agu,4,349,tidak,tidak_ada,0,1,existing
43,wiraswasta,menikah,sd,15810089,menengah,tidak,tidak,tidak,whatsapp,Mei,1,180,ya,gagal,0,9,loyal
42,buruh,menikah,s1,10729494,menengah,tidak,tidak,tidak,whatsapp,Jan,2,36,ya,gagal,1,6,loyal
28,buruh,menikah,s1,27840081,menengah,ya,ya,tidak,whatsapp,Mar,3,271,tidak,tidak_ada,0,3,existing
40,pns,menikah,sma,15283837,menengah,ya,ya,tidak,telepon,Nov,5,131,tidak,tidak_ada,1,7,loyal
51,wiraswasta,cerai,sma,3051563,rendah,ya,ya,ya,email,Jun,2,43,tidak,tidak_ada,0,1,existing
57,karyawan,menikah,sma,8269570,menengah,tidak,ya,tidak,email,Des,1,150,ya,gagal,0,4,existing
40,wiraswasta,cerai,s2,27323329,menengah,ya,ya,tidak,whatsapp,Jul,2,11,tidak,tidak_ada,0,4,existing
46,buruh,menikah,sd,3032155,rendah,tidak,tidak,tidak,email,Jan,2,107,ya,gagal,0,4,existing
48,buruh,lajang,d3,4579922,rendah,tidak,tidak,tidak,whatsapp,Apr,1,145,tidak,tidak_ada,0,1,existing
24,karyawan,lajang,sma,9516333,menengah,tidak,ya,ya,email,Jun,3,168,tidak,tidak_ada,0,5,loyal
57,wiraswasta,menikah,sma,42447327,menengah,tidak,ya,tidak,whatsapp,Apr,6,244,tidak,tidak_ada,0,14,loyal
50,wiraswasta,menikah,smp,8790663,menengah,tidak,ya,tidak,whatsapp,Agu,4,177,tidak,tidak_ada,0,13,loyal
38,tidak_bekerja,cerai,smp,1947281,rendah,tidak,tidak,tidak,email,Mei,3,123,tidak,tidak_ada,0,5,loyal
19,pns,lajang,sma,39418295,menengah,tidak,ya,tidak,whatsapp,Jun,4,153,tidak,tidak_ada,0,0,baru
35,wiraswasta,menikah,sd,11883786,menengah,tidak,ya,tidak,email,Mar,1,48,ya,berhasil,0,8,loyal
64,karyawan,menikah,sma,36740924,menengah,ya,ya,ya,email,Apr,2,161,ya,gagal,0,8,loyal
50,wiraswasta,menikah,d3,22956338,menengah,tidak,tidak,tidak,whatsapp,Jun,4,81,tidak,tidak_ada,0,14,loyal
54,karyawan,menikah,d3,17082776,menengah,ya,ya,tidak,whatsapp,Feb,3,183,tidak,tidak_ada,0,13,loyal
51,buruh,menikah,sma,11247204,menengah,ya,ya,tidak,whatsapp,Jun,3,116,tidak,tidak_ada,0,12,loyal
37,pns,lajang,sd,3634327,rendah,tidak,tidak,tidak,whatsapp,Jul,3,75,tidak,tidak_ada,0,14,loyal
52,wiraswasta,menikah,smp,35974236,menengah,ya,tidak,tidak,whatsapp,Agu,2,221,ya,gagal,0,3,existing
35,wiraswasta,lajang,s1,33444903,menengah,ya,tidak,tidak,email,Apr,4,75,tidak,tidak_ada,0,8,loyal
63,tidak_bekerja,menikah,sma,9074541,menengah,tidak,tidak,tidak,telepon,Agu,1,296,ya,gagal,0,17,loyal
41,karyawan,menikah,s1,10885391,menengah,tidak,tidak,tidak,telepon,Okt,3,242,tidak,tidak_ada,0,7,loyal
25,karyawan,menikah,s1,12584262,menengah,ya,ya,ya,email,Jun,3,38,tidak,tidak_ada,0,15,loyal
47,tidak_bekerja,menikah,smp,399284,rendah,ya,ya,tidak,telepon,Apr,3,257,tidak,tidak_ada,0,16,loyal
61,buruh,menikah,s1,4007401,rendah,tidak,tidak,tidak,email,Mar,4,209,tidak,tidak_ada,0,0,baru
27,buruh,menikah,sma,5467161,menengah,ya,ya,tidak,whatsapp,Apr,2,274,tidak,tidak_ada,0,16,loyal
40,karyawan,menikah,d3,56706611,tinggi,ya,ya,tidak,whatsapp,Mar,3,353,tidak,tidak_ada,0,1,existing
28,karyawan,menikah,s1,68882052,tinggi,tidak,tidak,tidak,whatsapp,Jul,4,159,tidak,tidak_ada,0,5,loyal
19,karyawan,lajang,sma,8502746,menengah,tidak,tidak,tidak,whatsapp,Mei,2,89,tidak,tidak_ada,0,11,loyal
43,karyawan,cerai,d3,34250930,menengah,ya,ya,tidak,telepon,Des,1,436,tidak,tidak_ada,0,0,baru
53,buruh,menikah,d3,5648835,menengah,tidak,ya,tidak,whatsapp,Feb,1,40,tidak,tidak_ada,0,5,loyal
50,karyawan,lajang,s1,3916871,rendah,tidak,tidak,tidak,whatsapp,Jun,6,362,tidak,tidak_ada,0,2,existing
64,pns,menikah,d3,34285704,menengah,tidak,ya,tidak,whatsapp,Agu,4,145,tidak,tidak_ada,0,10,loyal
30,karyawan,lajang,smp,69732686,tinggi,tidak,ya,tidak,whatsapp,Nov,2,46,tidak,tidak_ada,1,14,loyal
57,wiraswasta,menikah,sma,16541586,menengah,tidak,tidak,tidak,whatsapp,Nov,3,61,tidak,tidak_ada,0,12,loyal
42,tidak_bekerja,lajang,s1,1521570,rendah,tidak,tidak,tidak,telepon,Des,1,217,ya,gagal,0,7,loyal
21,karyawan,menikah,smp,12651776,menengah,tidak,tidak,tidak,telepon,Mei,5,240,tidak,tidak_ada,1,14,loyal
59,wiraswasta,lajang,sma,21824695,menengah,tidak,ya,tidak,whatsapp,Jun,4,212,tidak,tidak_ada,1,14,loyal
36,karyawan,cerai,sma,151089260,tinggi,ya,ya,tidak,whatsapp,Des,3,476,tidak,tidak_ada,0,6,loyal
35,karyawan,lajang,smp,35248147,menengah,tidak,tidak,tidak,whatsapp,Jun,2,58,tidak,tidak_ada,1,14,loyal
54,wiraswasta,menikah,smp,26796380,menengah,tidak,tidak,tidak,whatsapp,Feb,2,184,ya,gagal,0,15,loyal
47,wiraswasta,cerai,sma,1213934,rendah,tidak,tidak,tidak,whatsapp,Mar,4,108,tidak,tidak_ada,0,0,baru
36,pns,menikah,sma,14213529,menengah,tidak,ya,tidak,whatsapp,Jan,4,66,ya,gagal,0,15,loyal
40,buruh,cerai,s1,24436472,menengah,ya,ya,tidak,whatsapp,Jul,4,35,tidak,tidak_ada,0,0,baru
33,wiraswasta,menikah,sma,20355963,menengah,tidak,tidak,tidak,telepon,Okt,3,71,ya,gagal,0,3,existing
18,karyawan,lajang,d3,23894732,menengah,tidak,tidak,tidak,email,Sep,2,61,tidak,tidak_ada,0,7,loyal
29,wiraswasta,cerai,sma,26466849,menengah,ya,ya,tidak,whatsapp,Jun,4,174,tidak,tidak_ada,0,3,existing
41,karyawan,lajang,s1,9848798,menengah,tidak,ya,tidak,whatsapp,Mei,3,92,tidak,tidak_ada,0,15,loyal
51,wiraswasta,menikah,d3,124079445,tinggi,ya,ya,tidak,telepon,Okt,1,353,tidak,tidak_ada,1,12,loyal
25,pns,lajang,smp,16169045,menengah,tidak,tidak,tidak,whatsapp,Jan,2,168,tidak,tidak_ada,0,6,loyal
35,karyawan,menikah,sma,7545518,menengah,tidak,tidak,tidak,email,Feb,4,111,tidak,tidak_ada,0,13,loyal
22,buruh,lajang,s1,4519367,rendah,tidak,ya,tidak,whatsapp,Jul,3,69,tidak,tidak_ada,1,13,loyal
43,tidak_bekerja,lajang,d3,12577095,menengah,ya,tidak,tidak,whatsapp,Mei,4,128,tidak,tidak_ada,0,4,existing
47,buruh,menikah,s1,1832416,rendah,ya,ya,ya,whatsapp,Jun,3,17,ya,gagal,0,0,baru
30,karyawan,menikah,smp,17111522,menengah,tidak,tidak,tidak,telepon,Mar,3,289,tidak,tidak_ada,0,8,loyal
36,wiraswasta,menikah,s2,20956898,menengah,tidak,tidak,ya,whatsapp,Sep,3,505,tidak,tidak_ada,0,12,loyal
46,tidak_bekerja,menikah,sma,898288,rendah,tidak,tidak,tidak,whatsapp,Nov,4,92,tidak,tidak_ada,0,16,loyal
20,karyawan,lajang,sd,23407864,menengah,tidak,tidak,tidak,whatsapp,Feb,2,241,tidak,tidak_ada,0,0,baru
43,buruh,lajang,sma,7044496,menengah,tidak,tidak,tidak,whatsapp,Apr,7,446,tidak,tidak_ada,0,5,loyal
57,karyawan,lajang,smp,39566780,menengah,tidak,tidak,tidak,whatsapp,Feb,3,166,tidak,tidak_ada,0,10,loyal
29,karyawan,menikah,d3,36899724,menengah,tidak,ya,tidak,email,Jan,4,150,tidak,tidak_ada,0,6,loyal
19,pns,menikah,s1,12233086,menengah,tidak,ya,tidak,email,Agu,3,69,ya,gagal,0,2,existing
28,pns,menikah,s1,9269335,menengah,tidak,tidak,tidak,whatsapp,Okt,2,264,ya,gagal,0,8,loyal
61,buruh,menikah,sma,2191075,rendah,tidak,tidak,tidak,telepon,Jun,2,49,tidak,tidak_ada,0,15,loyal
45,tidak_bekerja,menikah,sma,1990643,rendah,tidak,tidak,tidak,whatsapp,Feb,5,247,ya,gagal,0,17,loyal
35,karyawan,lajang,s2,14396572,menengah,ya,ya,tidak,whatsapp,Jan,3,165,tidak,tidak_ada,0,20,loyal
30,karyawan,menikah,sma,5636669,menengah,ya,ya,tidak,whatsapp,Apr,3,92,tidak,tidak_ada,0,5,loyal
54,tidak_bekerja,menikah,s1,6579662,menengah,tidak,tidak,tidak,email,Okt,3,117,tidak,tidak_ada,0,2,existing
39,karyawan,menikah,s1,6619626,menengah,tidak,tidak,tidak,whatsapp,Jun,3,213,ya,gagal,0,13,loyal
29,pns,menikah,sma,3573974,rendah,tidak,ya,tidak,whatsapp,Feb,4,9,tidak,tidak_ada,0,10,loyal
19,wiraswasta,lajang,sd,8764039,menengah,tidak,ya,tidak,whatsapp,Mei,1,181,ya,gagal,0,11,loyal
54,karyawan,menikah,sma,20587455,menengah,tidak,tidak,tidak,telepon,Mar,2,302,ya,berhasil,0,4,existing
24,karyawan,lajang,s1,3995026,rendah,ya,ya,tidak,email,Sep,1,113,ya,gagal,0,2,existing
43,wiraswasta,menikah,s1,8660939,menengah,tidak,ya,tidak,whatsapp,Apr,2,421,tidak,tidak_ada,0,12,loyal
43,buruh,lajang,sma,3465812,rendah,tidak,tidak,tidak,email,Mei,5,43,tidak,tidak_ada,0,6,loyal
41,pns,lajang,smp,11316284,menengah,tidak,tidak,tidak,telepon,Des,3,104,tidak,tidak_ada,0,10,loyal
29,pelajar,menikah,smp,2143978,rendah,tidak,tidak,tidak,telepon,Nov,2,255,tidak,tidak_ada,1,14,loyal
33,wiraswasta,menikah,s1,35560138,menengah,ya,ya,tidak,whatsapp,Mar,2,141,ya,gagal,0,4,existing
40,karyawan,menikah,sma,9848385,menengah,tidak,ya,tidak,email,Okt,1,304,ya,berhasil,0,12,loyal
57,karyawan,lajang,d3,7044661,menengah,tidak,tidak,tidak,whatsapp,Des,2,512,tidak,tidak_ada,1,6,loyal
26,wiraswasta,cerai,s1,19726341,menengah,tidak,ya,tidak,telepon,Nov,2,340,tidak,tidak_ada,0,8,loyal
49,karyawan,lajang,s1,26457979,menengah,ya,tidak,tidak,email,Des,4,43,tidak,tidak_ada,0,13,loyal
32,karyawan,menikah,sma,58768239,tinggi,tidak,tidak,tidak,telepon,Mei,5,653,tidak,tidak_ada,0,3,existing
54,wiraswasta,menikah,sma,74072767,tinggi,ya,ya,ya,telepon,Mei,2,24,tidak,tidak_ada,0,13,loyal
30,wiraswasta,lajang,d3,5143144,menengah,tidak,ya,tidak,whatsapp,Mei,1,246,tidak,tidak_ada,0,2,existing
22,karyawan,lajang,sma,10636157,menengah,tidak,tidak,tidak,whatsapp,Jul,3,205,tidak,tidak_ada,0,5,loyal
28,wiraswasta,lajang,sma,27864578,menengah,ya,tidak,tidak,telepon,Apr,4,49,tidak,tidak_ada,0,3,existing
27,wiraswasta,menikah,sd,7449141,menengah,tidak,tidak,tidak,whatsapp,Mei,2,261,ya,gagal,0,0,baru
30,karyawan,cerai,s1,9785277,menengah,tidak,tidak,tidak,email,Apr,4,72,ya,gagal,0,0,baru
58,tidak_bekerja,menikah,s2,7412593,menengah,tidak,tidak,tidak,whatsapp,Mei,4,157,tidak,tidak_ada,0,2,existing
63,karyawan,menikah,s1,23732558,menengah,tidak,tidak,tidak,telepon,Apr,2,147,tidak,tidak_ada,0,9,loyal
32,buruh,menikah,sma,5066183,menengah,tidak,tidak,tidak,whatsapp,Mar,1,65,tidak,tidak_ada,0,7,loyal
59,karyawan,menikah,sma,10151681,menengah,tidak,ya,tidak,whatsapp,Apr,2,359,tidak,tidak_ada,0,4,existing
24,buruh,lajang,sma,1436296,rendah,tidak,ya,tidak,whatsapp,Nov,2,88,tidak,tidak_ada,0,5,loyal
57,karyawan,cerai,sma,13546430,menengah,ya,ya,tidak,whatsapp,Jun,4,99,tidak,tidak_ada,0,10,loyal
45,pns,lajang,sma,16368870,menengah,tidak,tidak,tidak,email,Mar,5,155,tidak,tidak_ada,0,15,loyal
49,wiraswasta,menikah,d3,5161246,menengah,tidak,ya,tidak,email,Nov,4,40,tidak,tidak_ada,0,3,existing
52,pns,menikah,sd,19645245,menengah,tidak,tidak,tidak,whatsapp,Feb,5,153,tidak,tidak_ada,0,15,loyal
32,wiraswasta,lajang,sma,27474249,menengah,ya,ya,tidak,whatsapp,Sep,4,29,tidak,tidak_ada,0,5,loyal
53,karyawan,menikah,sma,9266652,menengah,tidak,tidak,tidak,telepon,Apr,2,574,tidak,tidak_ada,1,4,existing
38,pns,menikah,smp,22523934,menengah,ya,tidak,tidak,whatsapp,Sep,3,248,ya,gagal,0,8,loyal
23,karyawan,lajang,sd,15690894,menengah,ya,ya,tidak,whatsapp,Mar,1,64,tidak,tidak_ada,0,4,existing
18,tidak_bekerja,lajang,sma,1934627,rendah,ya,tidak,tidak,email,Mei,5,8,tidak,tidak_ada,0,3,existing
21,karyawan,lajang,d3,8189000,menengah,tidak,tidak,tidak,whatsapp,Jan,1,145,tidak,tidak_ada,0,15,loyal
28,wiraswasta,menikah,d3,12666975,menengah,ya,tidak,tidak,telepon,Apr,3,80,tidak,tidak_ada,0,5,loyal
61,pns,lajang,sma,10371439,menengah,tidak,tidak,tidak,email,Nov,3,41,tidak,tidak_ada,0,1,existing
43,wiraswasta,lajang,sma,29717268,menengah,ya,ya,tidak,telepon,Jan,1,161,ya,gagal,0,5,loyal
54,karyawan,menikah,smp,8150928,menengah,tidak,tidak,tidak,telepon,Jan,7,196,tidak,tidak_ada,0,3,existing
40,pns,menikah,sd,8930128,menengah,tidak,tidak,tidak,whatsapp,Jun,1,207,ya,berhasil,1,7,loyal
46,buruh,menikah,smp,8816689,menengah,tidak,ya,tidak,email,Nov,3,45,tidak,tidak_ada,0,9,loyal
38,tidak_bekerja,cerai,s1,2648408,rendah,tidak,ya,tidak,whatsapp,Sep,3,99,tidak,tidak_ada,0,0,baru
62,wiraswasta,menikah,sd,26968822,menengah,ya,tidak,tidak,whatsapp,Apr,2,282,tidak,tidak_ada,1,12,loyal
62,wiraswasta,menikah,sd,4578492,rendah,tidak,tidak,tidak,whatsapp,Agu,4,212,tidak,tidak_ada,0,6,loyal
44,wiraswasta,lajang,smp,12609835,menengah,ya,ya,tidak,whatsapp,Nov,2,614,ya,gagal,0,7,loyal
56,karyawan,lajang,sma,80690272,tinggi,tidak,ya,tidak,email,Okt,2,202,tidak,tidak_ada,0,1,existing
57,pns,menikah,sma,4771535,rendah,tidak,ya,tidak,whatsapp,Nov,2,80,tidak,tidak_ada,0,5,loyal
30,karyawan,menikah,smp,64791747,tinggi,tidak,ya,tidak,email,Okt,5,64,tidak,tidak_ada,0,6,loyal
40,wiraswasta,menikah,smp,26456695,menengah,tidak,ya,tidak,email,Jul,5,162,tidak,tidak_ada,0,0,baru
33,wiraswasta,menikah,s1,11026918,menengah,tidak,tidak,tidak,email,Mei,2,201,ya,gagal,0,2,existing
47,pns,lajang,s1,15266487,menengah,ya,ya,tidak,email,Jul,4,62,tidak,tidak_ada,0,4,existing
21,tidak_bekerja,menikah,s1,8041597,menengah,tidak,ya,ya,whatsapp,Nov,3,227,tidak,tidak_ada,0,2,existing
